30001	-15	45
30002	-15	46
30003	-15	47
30004	-15	48
30005	-15	49
30006	-15	50
30007	-15	51
30008	-15	52
30009	-15	53
30010	-15	54
30011	-15	55
30012	-15	56
30013	-15	57
30014	-15	58
30015	-15	59
30016	-15	60
30017	-15	61
30018	-15	62
30019	-15	63
30020	-15	64
30021	-15	65
30022	-15	66
30023	-15	67
30024	-15	68
30025	-15	69
30026	-15	70
30027	-15	71
30028	-15	72
30029	-15	73
30030	-15	74
30031	-15	75
30032	-15	76
30033	-15	77
30034	-15	78
30035	-15	79
30036	-15	80
30037	-15	81
30038	-15	82
30039	-15	83
30040	-15	84
30041	-15	85
30042	-15	86
30043	-15	87
30044	-15	88
30045	-15	89
30046	-15	90
30047	-14	-90
30048	-14	-89
30049	-14	-88
30050	-14	-87
30051	-14	-86
30052	-14	-85
30053	-14	-84
30054	-14	-83
30055	-14	-82
30056	-14	-81
30057	-14	-80
30058	-14	-79
30059	-14	-78
30060	-14	-77
30061	-14	-76
30062	-14	-75
30063	-14	-74
30064	-14	-73
30065	-14	-72
30066	-14	-71
30067	-14	-70
30068	-14	-69
30069	-14	-68
30070	-14	-67
30071	-14	-66
30072	-14	-65
30073	-14	-64
30074	-14	-63
30075	-14	-62
30076	-14	-61
30077	-14	-60
30078	-14	-59
30079	-14	-58
30080	-14	-57
30081	-14	-56
30082	-14	-55
30083	-14	-54
30084	-14	-53
30085	-14	-52
30086	-14	-51
30087	-14	-50
30088	-14	-49
30089	-14	-48
30090	-14	-47
30091	-14	-46
30092	-14	-45
30093	-14	-44
30094	-14	-43
30095	-14	-42
30096	-14	-41
30097	-14	-40
30098	-14	-39
30099	-14	-38
30100	-14	-37
30101	-14	-36
30102	-14	-35
30103	-14	-34
30104	-14	-33
30105	-14	-32
30106	-14	-31
30107	-14	-30
30108	-14	-29
30109	-14	-28
30110	-14	-27
30111	-14	-26
30112	-14	-25
30113	-14	-24
30114	-14	-23
30115	-14	-22
30116	-14	-21
30117	-14	-20
30118	-14	-19
30119	-14	-18
30120	-14	-17
30121	-14	-16
30122	-14	-15
30123	-14	-14
30124	-14	-13
30125	-14	-12
30126	-14	-11
30127	-14	-10
30128	-14	-9
30129	-14	-8
30130	-14	-7
30131	-14	-6
30132	-14	-5
30133	-14	-4
30134	-14	-3
30135	-14	-2
30136	-14	-1
30137	-14	0
30138	-14	1
30139	-14	2
30140	-14	3
30141	-14	4
30142	-14	5
30143	-14	6
30144	-14	7
30145	-14	8
30146	-14	9
30147	-14	10
30148	-14	11
30149	-14	12
30150	-14	13
30151	-14	14
30152	-14	15
30153	-14	16
30154	-14	17
30155	-14	18
30156	-14	19
30157	-14	20
30158	-14	21
30159	-14	22
30160	-14	23
30161	-14	24
30162	-14	25
30163	-14	26
30164	-14	27
30165	-14	28
30166	-14	29
30167	-14	30
30168	-14	31
30169	-14	32
30170	-14	33
30171	-14	34
30172	-14	35
30173	-14	36
30174	-14	37
30175	-14	38
30176	-14	39
30177	-14	40
30178	-14	41
30179	-14	42
30180	-14	43
30181	-14	44
30182	-14	45
30183	-14	46
30184	-14	47
30185	-14	48
30186	-14	49
30187	-14	50
30188	-14	51
30189	-14	52
30190	-14	53
30191	-14	54
30192	-14	55
30193	-14	56
30194	-14	57
30195	-14	58
30196	-14	59
30197	-14	60
30198	-14	61
30199	-14	62
30200	-14	63
30201	-14	64
30202	-14	65
30203	-14	66
30204	-14	67
30205	-14	68
30206	-14	69
30207	-14	70
30208	-14	71
30209	-14	72
30210	-14	73
30211	-14	74
30212	-14	75
30213	-14	76
30214	-14	77
30215	-14	78
30216	-14	79
30217	-14	80
30218	-14	81
30219	-14	82
30220	-14	83
30221	-14	84
30222	-14	85
30223	-14	86
30224	-14	87
30225	-14	88
30226	-14	89
30227	-14	90
30228	-13	-90
30229	-13	-89
30230	-13	-88
30231	-13	-87
30232	-13	-86
30233	-13	-85
30234	-13	-84
30235	-13	-83
30236	-13	-82
30237	-13	-81
30238	-13	-80
30239	-13	-79
30240	-13	-78
30241	-13	-77
30242	-13	-76
30243	-13	-75
30244	-13	-74
30245	-13	-73
30246	-13	-72
30247	-13	-71
30248	-13	-70
30249	-13	-69
30250	-13	-68
30251	-13	-67
30252	-13	-66
30253	-13	-65
30254	-13	-64
30255	-13	-63
30256	-13	-62
30257	-13	-61
30258	-13	-60
30259	-13	-59
30260	-13	-58
30261	-13	-57
30262	-13	-56
30263	-13	-55
30264	-13	-54
30265	-13	-53
30266	-13	-52
30267	-13	-51
30268	-13	-50
30269	-13	-49
30270	-13	-48
30271	-13	-47
30272	-13	-46
30273	-13	-45
30274	-13	-44
30275	-13	-43
30276	-13	-42
30277	-13	-41
30278	-13	-40
30279	-13	-39
30280	-13	-38
30281	-13	-37
30282	-13	-36
30283	-13	-35
30284	-13	-34
30285	-13	-33
30286	-13	-32
30287	-13	-31
30288	-13	-30
30289	-13	-29
30290	-13	-28
30291	-13	-27
30292	-13	-26
30293	-13	-25
30294	-13	-24
30295	-13	-23
30296	-13	-22
30297	-13	-21
30298	-13	-20
30299	-13	-19
30300	-13	-18
30301	-13	-17
30302	-13	-16
30303	-13	-15
30304	-13	-14
30305	-13	-13
30306	-13	-12
30307	-13	-11
30308	-13	-10
30309	-13	-9
30310	-13	-8
30311	-13	-7
30312	-13	-6
30313	-13	-5
